xs,ys_bottom,ys_top,num_points,putty_depth
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.012246273533701918, 0.008592426341742149, 0.008885343444985788, 0.004439223587873936, -0.0004034925313866067, 0.0077212632106530565, 0.01875726166015118, 0.016239767044671005, 0.025505367278384275, 0.003091340119403513, 0.029929751699698692, 0.0023030161940189586, -0.0016639390387991893, 0.003459436134987559, 0.014790647934708495, 0.0012877624246733776, 0.033922099344952106, 0.023446939892556223, -0.004752457561584267, -0.005500000000000005]","[0.3055, 0.2678623299217644, 0.2896883046454597, 0.3036215600498642, 0.2966332640408302, 0.2818546844109182, 0.2878589406026181, 0.2766314252007181, 0.2858042294367277, 0.3020198870904259, 0.27748322592935437, 0.28624863296843517, 0.30250974338040815, 0.3021129306422002, 0.2831881684789615, 0.29980737618985975, 0.2906044323190601, 0.2855627986438032, 0.2751619119412346, 0.30087134697096884, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.0141120659198668, 0.01350485396086673, 0.011060420439293617, 0.0036838898796112407, 0.0182237083659805, -0.0003181846742593697, -0.001433691878650084, 0.018847350994330964, 0.0005096693930222718, 0.006689037813199794, 0.028302288020515945, -0.0021711376518445957, 0.024011298289951688, 0.0034043338528058076, 0.002879552125709922, 0.004690958392412015, -0.0028857318126832565, 0.035352832868433326, -0.005238453516825059, -0.005500000000000005]","[0.3055, 0.3028957623011971, 0.28863470633109145, 0.2968201475348809, 0.30545153802062386, 0.28354547178490896, 0.2898425892028339, 0.29293279888300905, 0.3006956876804331, 0.27619495411349826, 0.2817693917318215, 0.29529828381720635, 0.2995782851045169, 0.2729380202425409, 0.26571001924361737, 0.28133507332048746, 0.28493215836573316, 0.27806266811412733, 0.2995589296413639, 0.26789599433468586, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.005193841076208072, 0.00422184487873789, 0.019103228386878723, -0.0016779111803006952, 0.014925777417521324, -0.0036799319408884756, -0.0051071536957882635, -0.004088628853097631, 0.012337070348122897, -0.0038326536101127295, -0.00029907078747326565, 0.03431139511194213, -0.00010639012372673506, -0.0017351893967107734, 0.006808485121127417, -0.0024782110859100093, 0.031190432000117438, 0.02867425478280798, 0.017779686169273945, -0.005500000000000005]","[0.3055, 0.28411611091895095, 0.26806673505433454, 0.2907616934406297, 0.2694859314845626, 0.2709942978260952, 0.28161267598989986, 0.29733359667939147, 0.27218452595845644, 0.28362278771685256, 0.3025982170472118, 0.3051686017044274, 0.30411167957980945, 0.29322932164795246, 0.27515375718479274, 0.2933020123760761, 0.30157105728966205, 0.2742715537314174, 0.277700725297813, 0.29480784523322356, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.007269608899619223, 0.003912116592957038, -0.0037584940419827795, 0.003218929834174794, 0.030017526160552727, 0.029105130655286762, 0.025054068991700137, 0.018614783070020124, 0.002137114083940378, 0.03535053866180431, -0.004684590314039144, 0.0004832547827510192, 0.00525619531226218, 0.005409213565816834, 0.023446521061927683, 0.0020391645011735293, -0.0016250603923739226, 0.003028109754805386, 0.00043063178450328254, -0.005500000000000005]","[0.3055, 0.2921290623969326, 0.26531623852816, 0.28111201471767766, 0.28112257857475187, 0.2697321453390278, 0.30355527756474615, 0.2934099821890591, 0.3033083133333926, 0.2884126151730375, 0.2859367623567495, 0.28107621628070173, 0.30005007433205877, 0.30237919707851, 0.2722100367054614, 0.2911233976265873, 0.3012665589638726, 0.30144927121625553, 0.2952684246391785, 0.26985293913170283, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.004579710046313551, 0.02253762358712788, 0.0338393226432787, 0.009267763640188803, 0.005498056054163314, -0.004321506525996693, 0.03295333729775016, 0.016109730501535052, -0.004201591884945094, -0.002696307845686391, 0.007745210855669704, -0.004952646888957191, 0.01974754985005464, 0.018705082201816714, 0.007942143120587247, 0.024094975988027983, 0.004491023322370086, 0.025457433764243156, 0.002482454892477892, -0.005500000000000005]","[0.3055, 0.30396376520872914, 0.30288229404447886, 0.2776978879269144, 0.3012648241907302, 0.2995994609402417, 0.28071128956830554, 0.2698014937148032, 0.3014445359584967, 0.2828078386724975, 0.2657177522938554, 0.2890993580292063, 0.2989317688980262, 0.2995021684740835, 0.2937629991765864, 0.28551362437579175, 0.2887310329664819, 0.28069469756215426, 0.28968530528125175, 0.2948707339612921, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.007632670230020094, 0.01955656130546793, 0.01362637306842826, 0.029569593291298046, -0.0025014321893939706, 0.01412225857685051, 0.015222241996820846, -0.0010056126335165338, 0.01445683062102937, 0.01198547584482082, 0.03368733652239887, 0.034631842235575555, -0.004508688104463782, 0.002227511837368412, 0.005283965211514113, 0.0025855101729531094, 0.00984567550636431, -0.00010197158009556118, 0.03173210593289069, -0.005500000000000005]","[0.3055, 0.3018122323524943, 0.27426662428001614, 0.276823838733816, 0.2984252505151812, 0.2887452399813244, 0.28081078442066276, 0.28227997292362705, 0.3030538118074638, 0.2938349455561299, 0.3046637357851334, 0.30397763363643215, 0.28255529936852686, 0.29183414859348733, 0.30073508824979245, 0.28115664704227755, 0.2651331861130469, 0.3033786201406917, 0.3054334132755754, 0.29772928856783865, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.007312545639422796, -0.005486118438470661, -0.002115736839387372, 0.0016822454916338991, 0.014137961677171101, 0.034574062792477905, 0.032599159885643325, 0.009086172798773329, -0.004183999352409956, 0.015069799890344987, 0.013307774739715783, -0.003222896199119113, 0.019950375035458434, 0.004285709645453467, 0.02498070878313649, 0.03416768539865382, 0.008505883204694836, -0.0005392877082123493, 0.015265330962644014, -0.005500000000000005]","[0.3055, 0.29908074903023685, 0.2726926276830761, 0.29937140719180144, 0.27589429015576045, 0.2926598896145167, 0.2677739190034567, 0.28366222465790336, 0.2864891656670284, 0.30366432393960113, 0.27425356134096046, 0.30532813086555277, 0.30236241377125705, 0.2959149639585435, 0.2944095152488025, 0.28002330249831453, 0.28911045701599924, 0.2976717369930013, 0.29369888627065627, 0.2988464654240392, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, -0.002354246971760676, 0.01802179853531405, 0.01644003120351195, 0.004615753548661949, 0.017031393472141443, 0.0029844940126126374, -0.003150882520841447, 0.018159890631039205, 0.01597598112039489, 0.012833769929707445, 0.023318501406431963, 0.004824621117337058, 0.005392141779119924, 0.004151411412178091, -0.003476448969793572, 0.012617556624137716, 0.03392355342711509, -0.003052036746033049, -0.0022627998579205777, -0.005500000000000005]","[0.3055, 0.30214741598908995, 0.2738030799352331, 0.286838404704023, 0.2837960180419122, 0.28189561014304365, 0.2848634949304377, 0.30180492443485407, 0.27861483853971647, 0.28581028183699253, 0.2666286371989622, 0.28241242188895643, 0.2985135415846002, 0.304715931601045, 0.282313599630707, 0.30198653398521264, 0.28355433188422563, 0.28736062029895015, 0.3012915091725151, 0.2783582956308863, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.015871108682896873, 0.001656060661182318, 0.016761004997426554, 0.01141851389981588, 0.018266711142883307, 0.02233123508823401, 0.021935424665511266, 0.027528789972201054, -0.004182899364320453, 0.026146593266326693, 0.003916160400242896, 0.0035249182692835557, 0.001323640467333631, 0.029435461127272425, -0.004894652764458524, 0.0035658054478832912, -0.0036689197951604025, 0.03363978918215492, -0.000719589024209627, -0.005500000000000005]","[0.3055, 0.29962015527502484, 0.26685505288762196, 0.30110023544359654, 0.2809149257494067, 0.2990267503522877, 0.29356509068372016, 0.28620991304018545, 0.28439967723852044, 0.2995278363803737, 0.290780980677816, 0.2829314545754178, 0.2871566143806178, 0.3022048904208432, 0.29734701873191094, 0.2872253958401799, 0.28623930870094816, 0.2936469381255228, 0.2734306639745472, 0.29683571772308237, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.014001928891618637, -0.002810336561919896, 0.01146279241374129, 0.0060393644962507265, 0.005105048311365767, 0.004380327894632552, 0.002861367517589225, 0.01851752340486837, 0.0077944922580582, -0.00236268626006933, -0.0023202544508970913, 0.004467078239683953, -0.0018461919977659225, 0.01942484783799625, -0.0028581219512954503, -0.002551996482642316, 0.03345937419752462, 0.0022410749334507984, 0.035259158336949065, -0.005500000000000005]","[0.3055, 0.27088933867155834, 0.27791758938364175, 0.282476368100684, 0.2977752422578879, 0.2852377771744361, 0.2769678162004727, 0.30121013641178473, 0.3032006524203141, 0.3020838588396655, 0.28306018940303646, 0.3027905595463467, 0.28797405743275495, 0.2984650493862099, 0.2680609556295282, 0.2763821442448069, 0.27007348834799216, 0.30531719694806514, 0.29758109855455867, 0.28351301229630443, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.009040534107404241, 0.012003366595244425, 0.008202295581372837, 0.032426849378873815, 0.0029512854490261198, 0.003654858558627544, -0.00018058940482373886, 0.005998730581635303, 0.012764905560797402, -0.004537151136681267, 0.0014528145627996647, -0.0010916613808182318, 0.0051796360333001, 0.01168578692936778, 0.013189226221101163, 0.024562010008210844, 0.02068723583731652, 0.030136918499948734, 0.0026878699399858763, -0.005500000000000005]","[0.3055, 0.29398187426065414, 0.30316037304589954, 0.2878343295453476, 0.2876326262277449, 0.29024649050964163, 0.3036895674935526, 0.2836938811231442, 0.28071710442514963, 0.2864413218719343, 0.3018266097967799, 0.2902691010870173, 0.3001093126781102, 0.26477485748828916, 0.29035574135688147, 0.2887207093857443, 0.2791037832837829, 0.2825610911556281, 0.30357794375809877, 0.27373459205501466, 0.3055]",20,0.04
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.0070056074679521185, 0.007842933668856494, 0.028172544973661603, 0.03270179300212732, 0.007325177282492434, 0.016463096539770294, 0.017306448351249643, 0.019570448706494686, 0.015882836379025683, 0.017241231013271074, -0.0006963148767805127, 0.00879293983528981, 0.014859068807835357, 0.014272038278879656, 0.0002376062651909261, 0.01472342399463955, 0.010846826610933613, -0.0009331029120586698, -0.0014228933644969133, -0.005500000000000005]","[0.3055, 0.2946692658784451, 0.29333712044574045, 0.30213593316644516, 0.2679126282136837, 0.28526055574393255, 0.2937959573007054, 0.29037938748102726, 0.2884085793848119, 0.2822017204070153, 0.30538841989536514, 0.30034585301064154, 0.29670023577741167, 0.2897319266852504, 0.2726080614200822, 0.29767450207803725, 0.27831106694319463, 0.29364143421110117, 0.30315625881550146, 0.28737133862783276, 0.3055]",20,0.04
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.013649021664451838, -0.004084767278822038, 0.020039571956610908, 0.004754254014032372, 0.04550706511395518, -0.0007914044956236765, 0.008266161644751052, -0.0006803283698103568, -0.001012575706125396, -0.005500000000000005]","[0.3055, 0.2942741844052932, 0.26599344695163346, 0.30243759068452036, 0.3037341814146097, 0.28959345057699193, 0.29105078050069455, 0.29472087491132354, 0.2537546777300178, 0.27954274872998297, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.007498603523731717, 0.008500715508338114, -0.004873409846339161, 0.040107454812135526, -0.0032919227658322336, 0.04302948070153659, -0.004673059927474077, -0.0011169097514761583, 0.01624148849043111, -0.005500000000000005]","[0.3055, 0.2708244709753512, 0.30189107705219637, 0.2976751339184378, 0.2540402167775618, 0.2984853919303866, 0.3040929973104382, 0.27218636962880527, 0.3002050496562645, 0.30313805736065463, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.013592444600150605, -0.0029898571722358214, 0.045297974779913666, 0.0023363351721632786, 0.01580040900648294, -0.002347791809746813, 0.007558641882959266, 0.024903041396867998, 0.009537182680578349, -0.005500000000000005]","[0.3055, 0.30377347154370515, 0.3018341614622354, 0.30250784106638895, 0.29947379650579786, 0.2858201042873847, 0.27965314534428626, 0.29462666667752946, 0.25408261467562354, 0.28608885251643407, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.009837957201408537, 0.0007199518642892477, -0.0033147287642268652, 0.031378080672545994, 0.005709527449944046, -0.0031020772012343156, -0.004754873513404312, 0.04345686811214916, -0.003971230385517416, -0.005500000000000005]","[0.3055, 0.3026435281561891, 0.2546508924996465, 0.2675701426139244, 0.28135903546838403, 0.2776654350049855, 0.28750786877261014, 0.29808644431212983, 0.27348340848848957, 0.3023384017489361, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.018895330420669626, 0.0428504083533036, -0.0030349360466070396, 0.03882465752016691, 0.0025740326282987502, 0.01679644685274989, 0.03483394961237031, 0.003425451398366558, 0.0016512831948074513, -0.005500000000000005]","[0.3055, 0.29943711547222873, 0.2565762675424156, 0.29441028026223526, 0.2760236830546744, 0.3037542176451996, 0.29927862778379555, 0.30419642023566373, 0.30469875263973667, 0.29991167196412827, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.00501297273624049, 0.045580235210682093, -0.0011136976338384785, 0.017519087641997, 0.01144405012953481, 0.019019673658928093, 0.00208134313574182, -0.004895331359675736, 0.032642217747482424, -0.005500000000000005]","[0.3055, 0.29158779245084115, 0.2877414598931929, 0.2677067671766207, 0.30202186714843815, 0.30356254031492624, 0.2966530526923676, 0.3039532455493542, 0.25473134672972364, 0.29569085104117243, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.003198810017600223, 0.0005163657231099239, -0.0017399149912885048, 0.00015872416184359306, 0.0017607355259390833, 0.01825460546441221, 0.04344454871338291, -0.00223929371762685, 0.0008258663445582515, -0.005500000000000005]","[0.3055, 0.29957529694975127, 0.2855206683115832, 0.27571076281833706, 0.3024812733174625, 0.2582649358134531, 0.26152876121596147, 0.26831536958836355, 0.3028109468596448, 0.30009438232633734, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.00284156469727026, -0.004065414802691042, 0.0319486258590935, -0.0029220367319078566, 0.0028323415156766008, -0.0037961720522447784, -0.0019482563725331525, 0.04561194878578771, 0.002373852553335304, -0.005500000000000005]","[0.3055, 0.2630059210711904, 0.3007970360409194, 0.2539495263219931, 0.28746200624900625, 0.2828689638680209, 0.2783988901200356, 0.3029714767851161, 0.30257851977535044, 0.30292297455032124, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.04452081071699179, 0.015497944035951172, -0.0023034982817755068, 0.011786785020023227, 5.2442500707489126e-05, -0.004867122281886127, 0.011305016879762902, 0.03498955207173683, -0.00025758671145748036, -0.005500000000000005]","[0.3055, 0.25771365032614274, 0.29060592529925255, 0.2944200944236959, 0.26950884779382206, 0.3045588530662565, 0.3044794654612643, 0.2951376944247742, 0.2987245376136166, 0.2986274340109377, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.008793976882397414, 0.020280801322396902, -0.0006968394025770319, 0.031278306519127386, 0.04572391267014282, 0.03942836985471358, -0.0037911592214200096, 0.002447043790525183, 0.00278924204799727, -0.005500000000000005]","[0.3055, 0.28973183558280186, 0.29845819278176533, 0.28977230604384674, 0.30292343705082975, 0.3032790068309588, 0.29755086543095, 0.30203010008342435, 0.2565502794319424, 0.2907676638404533, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.012818002310893417, 0.0027797106633096202, 0.0013473354891860578, 0.019707690185298332, -0.0013680575528280114, 0.01901299553336369, 0.041603244610715504, 0.005502209236087463, 0.013677863063032536, -0.005500000000000005]","[0.3055, 0.3019604230914007, 0.30220293923297226, 0.25606145888345, 0.2809373297512404, 0.30349136734257787, 0.2965276826514709, 0.2963768483604329, 0.27829863602928373, 0.2973836004432882, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.0055383586386487105, 0.015350412673249297, 0.006192807347124463, 0.001176556633953052, 0.010867094864199789, -0.0042402072513587075, 0.009241625947870008, 0.04584736749056209, 0.022696857224745765, -0.005500000000000005]","[0.3055, 0.30045360099409985, 0.26869940198045494, 0.27574885963623796, 0.29288062799632253, 0.30442830294885814, 0.2996472892650579, 0.2902926751316448, 0.2550900567292346, 0.3030962657070796, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.00831668084271317, 0.046296460502046, 0.011361772819502042, 0.0016463840023452914, -0.0010145822769999924, 0.04585228489207592, -0.003561230287724787, 0.0015811725376867758, 0.036267681563661905, -0.005500000000000005]","[0.3055, 0.3043933514590277, 0.2980786681765766, 0.3053649644404145, 0.2846839713607009, 0.30470581068122693, 0.2978898039481779, 0.30101722190025954, 0.295943449957208, 0.2585903859575223, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.0041210059431352475, 0.01595146305022907, -0.0006557414949953932, -0.0028398196493528705, 0.01338377435872315, 0.002636727183917692, 0.013881199528305549, 0.016095269560729264, 0.04298529714328711, -0.005500000000000005]","[0.3055, 0.3030959666112704, 0.29785069439104067, 0.2997832149466443, 0.2785984152180323, 0.28005309677245627, 0.3018015866114397, 0.26392710908924694, 0.2546331812456452, 0.3044874136637845, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.0027372438201342386, 0.012333569452860238, 0.002030664053012776, -0.0014431419695301873, 0.024917094747209517, 0.004785287405598471, 0.04385475198351868, -0.0013895501332098215, -0.0038687122660780726, -0.005500000000000005]","[0.3055, 0.29952022563670994, 0.2972466214614583, 0.29667638043906686, 0.29987793919546485, 0.26107418003140714, 0.25670086968870887, 0.26884090738620436, 0.2926842331618107, 0.2988596153689991, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.021848004293012313, -0.0034550484380111157, 0.015446975163080662, 0.006685612167338956, 0.013066072013624419, -0.0009693523066304777, 0.03084519987771664, 0.043655753356160315, 0.005812785152580879, -0.005500000000000005]","[0.3055, 0.2973760567634317, 0.27879791208440124, 0.2943078501382884, 0.3022622306217616, 0.3050134694611648, 0.29280476189162913, 0.29559424333188433, 0.25792521861500206, 0.29794994476933157, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.00047466847763180664, 0.041259433272482604, -0.0026458025822497233, -0.003583410500093781, 0.04035421934331054, -0.0043389527618583335, 0.03776932727661139, 0.007624812845012152, -0.004666491529849853, -0.005500000000000005]","[0.3055, 0.2565063898077279, 0.27875650739011004, 0.29348817648206, 0.2997347768552159, 0.29679992324528753, 0.30087411201116476, 0.30252442151538145, 0.28834891596524803, 0.28908060682494924, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, -0.004252080340178377, 0.015565765824527122, 0.0007307061748933197, 0.0049107263430827885, 0.010479385035046584, 0.014858460462375683, 0.04364461939982811, 0.019463806068404227, 0.011661362279133641, -0.005500000000000005]","[0.3055, 0.2970788944697752, 0.3041698087602015, 0.29394336037763535, 0.30317367116243865, 0.27929219435916813, 0.2808259694132082, 0.257111545607938, 0.29437247927727717, 0.29924689282488914, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.007561907388775713, 0.008560047455078518, 0.0209509384197199, -0.004184434721121344, -0.002963040400051714, 0.04445311753428122, 0.020075693930453747, -0.0016628897750081417, 0.011785435083910195, -0.005500000000000005]","[0.3055, 0.25736511701329073, 0.29712421367193953, 0.3024440814551598, 0.2733968055374933, 0.29351881054006573, 0.30014314974008205, 0.30546606831827605, 0.27155145450622975, 0.3038695807357453, 0.3055]",10,0.05
"[0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.5, 0.6000000000000001, 0.7000000000000001, 0.8, 0.9, 1]","[-0.005500000000000005, 0.005617166876453861, 0.017209180658283474, 0.014990256165830107, 0.028469330745504007, 0.002318171596645796, 0.015034823341624592, 0.04552592952712997, -0.005309002883684022, 0.018685034085564267, -0.005500000000000005]","[0.3055, 0.30071918986625246, 0.28199195756037043, 0.3023471319382071, 0.2985149925025151, 0.3054297434883142, 0.3048205962721793, 0.29040608908596643, 0.25469111904032077, 0.2959339113054623, 0.3055]",10,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.041669440970812544, 0.0016135445287697725, 0.0032171953965627054, 0.009883516725199992, -0.003943036558385099, -0.005476292932024229, 0.005461226668425856, 0.022175034199930416, 0.014479057266362005, 0.0036686941479090185, 0.00026975050860322813, -0.003987259647629804, -0.0007653462655213272, 0.00415497028266118, -0.0008589287704826865, 0.03750247860143062, 0.037645184324281794, 0.007216862448100603, -0.00020949023207800233, -0.005500000000000005]","[0.3055, 0.28761170118949864, 0.29837341170886933, 0.2999098850654038, 0.2901115189119876, 0.2552054759201956, 0.305465383570348, 0.2976513931591698, 0.2692477789554596, 0.28818425917438706, 0.2726727422212565, 0.2978592022201528, 0.302816686834983, 0.2881885907188895, 0.2820562827495855, 0.2644219106838061, 0.30101243652392906, 0.2836480029640779, 0.30112726647486404, 0.2994060814984279, 0.3055]",20,0.05
"[0, 0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1]","[-0.005500000000000005, 0.001355795032387086, -0.0010429541123872788, 0.011640646871387855, 0.007575450336569478, 0.03191971384091247, 0.0019801031647848355, 0.008081835432088041, 0.012672546164932241, 0.017557875464840333, 0.043022898253907566, 0.006696353721932502, 0.012192385339628353, 0.005187832950950155, 0.004534722831560256, 0.0017356045734732706, 3.139636244089972e-05, 0.008872091009263033, 0.008320281694284393, -0.00442539173908385, -0.005500000000000005]","[0.3055, 0.2988337162710145, 0.2873669842437227, 0.2558732183929171, 0.28750651050558346, 0.30364748845574324, 0.2568406411477917, 0.2857954857722913, 0.29530998133846204, 0.2697839901772162, 0.28675543378282264, 0.2779774736602414, 0.2760053553829561, 0.3018923466743209, 0.3049020340086249, 0.2956788794149279, 0.2959162683048779, 0.2981639371179889, 0.3012203493603648, 0.28870514964219673, 0.3055]",20,0.05
